,Symbol,Industry
1707,LHCG,Health Care Providers & Services
1708,LHX,Aerospace & Defense
1709,LII,Building Products
1710,LILA,Diversified Telecommunication Services
1711,LILAK,Media
1712,LIN,Chemicals
1713,LINC,Diversified Consumer Services
1714,LIND,"Hotels, Restaurants & Leisure"
1715,LIQT,Machinery
1716,LITB,Internet & Direct Marketing Retail
1717,LITE,Communications Equipment
1718,LIVN,Health Care Equipment & Supplies
1719,LJPC,Biotechnology
1720,LKFN,Banks
1721,LKQ,Distributors
1722,LL,Specialty Retail
1723,LLNW,IT Services
1724,LLY,Pharmaceuticals
1725,LMAT,Health Care Equipment & Supplies
1726,LMB,Construction & Engineering
1727,LMNR,Food Products
1728,LMRK,Real Estate Management & Development
1729,LMT,Aerospace & Defense
1730,LNC,Insurance
1731,LNDC,Food Products
1732,LNG,"Oil, Gas & Consumable Fuels"
1733,LNN,Machinery
1734,LNT,Electric Utilities
1735,LNTH,Health Care Equipment & Supplies
1736,LOAN,Mortgage Real Estate Investment Trus...
1737,LOB,Banks
1738,LOCO,"Hotels, Restaurants & Leisure"
1739,LODE,Metals & Mining
1740,LOGI,"Technology Hardware, Storage & Periph..."
1741,LOPE,Diversified Consumer Services
1742,LORL,Media
1743,LOW,Specialty Retail
1744,LPCN,Pharmaceuticals
1745,LPG,"Oil, Gas & Consumable Fuels"
1746,LPI,"Oil, Gas & Consumable Fuels"
1747,LPL,"Electronic Equipment, Instruments & C..."
1748,LPLA,Capital Markets
1749,LPSN,Software
1750,LPTH,"Electronic Equipment, Instruments & C..."
1751,LPX,Paper & Forest Products
1752,LQDT,Internet & Direct Marketing Retail
1753,LRCX,Semiconductors & Semiconductor Equipment
1754,LRFC,Asset Management
1755,LRMR,Biotechnology
1756,LRN,Diversified Consumer Services
1757,LSCC,Semiconductors & Semiconductor Equipment
1758,LSI,Equity Real Estate Investment Trusts...
1759,LSTR,Road & Rail
1760,LTBR,Professional Services
1761,LTC,Equity Real Estate Investment Trusts...
1762,LTRPA,Interactive Media & Services
1763,LTRX,Communications Equipment
1764,LUB,"Hotels, Restaurants & Leisure"
1765,LULU,"Textiles, Apparel & Luxury Goods"
1766,LUMN,Diversified Telecommunication Services
1767,LUMO,Biotechnology
1768,LUNA,"Electronic Equipment, Instruments & C..."
1769,LUV,Airlines
1770,LVS,"Hotels, Restaurants & Leisure"
1771,LW,Food Products
1772,LWAY,Food Products
1773,LWLG,Chemicals
1774,LXFR,Machinery
1775,LXP,Equity Real Estate Investment Trusts...
1776,LXRX,Biotechnology
1777,LXU,Chemicals
1778,LYB,Chemicals
1779,LYG,Banks
1780,LYTS,Electrical Equipment
1781,LYV,Entertainment
1782,LZB,Household Durables
1783,M,Multiline Retail
1784,MA,IT Services
1785,MAA,Equity Real Estate Investment Trusts...
1786,MAC,Equity Real Estate Investment Trusts...
1787,MACK,Biotechnology
1788,MAG,Metals & Mining
1789,MAIN,Capital Markets
1790,MAN,Professional Services
1791,MANH,Software
1792,MANT,IT Services
1793,MANU,Entertainment
1794,MAR,"Hotels, Restaurants & Leisure"
1795,MARA,IT Services
1796,MARK,Internet & Direct Marketing Retail
1797,MAS,Building Products
1798,MASI,Health Care Equipment & Supplies
1799,MAT,Leisure Products
1800,MATW,Commercial Services & Supplies
1801,MATX,Marine
1802,MBI,Insurance
1803,MBII,Chemicals
1804,MBOT,Health Care Equipment & Supplies
1805,MBT,Wireless Telecommunication Services
1806,MBUU,Leisure Products
1807,MBWM,Banks
1808,MC,Capital Markets
1809,MCBC,Banks
1810,MCD,"Hotels, Restaurants & Leisure"
1811,MCF,"Oil, Gas & Consumable Fuels"
1812,MCFT,Leisure Products
1813,MCHP,Semiconductors & Semiconductor Equipment
1814,MCHX,Media
1815,MCK,Health Care Providers & Services
1816,MCO,Capital Markets
1817,MCRB,Biotechnology
1818,MCRI,"Hotels, Restaurants & Leisure"
1819,MCS,Entertainment
1820,MCY,Insurance
1821,MD,Health Care Providers & Services
1822,MDC,Household Durables
1823,MDGL,Biotechnology
1824,MDGS,Health Care Equipment & Supplies
1825,MDLZ,Food Products
1826,MDP,Media
1827,MDRX,Health Care Technology
1828,MDT,Health Care Equipment & Supplies
1829,MDU,Multi-Utilities
1830,MDWD,Pharmaceuticals
1831,MDXG,Biotechnology
1832,MED,Personal Products
1833,MEDP,Life Sciences Tools & Services
1834,MEI,"Electronic Equipment, Instruments & C..."
1835,MEIP,Biotechnology
1836,MELI,Internet & Direct Marketing Retail
1837,MEOH,Chemicals
1838,MERC,Paper & Forest Products
1839,MET,Insurance
1840,MFA,Mortgage Real Estate Investment Trus...
1841,MFC,Insurance
1842,MFG,Banks
1843,MFIN,Consumer Finance
1844,MG,Professional Services
1845,MGA,Auto Components
1846,MGEE,Electric Utilities
1847,MGI,IT Services
1848,MGIC,Software
1849,MGLN,Health Care Providers & Services
1850,MGM,"Hotels, Restaurants & Leisure"
1851,MGNI,Internet & Direct Marketing Retail
1852,MGNX,Biotechnology
1853,MGP,Equity Real Estate Investment Trusts...
1854,MGPI,Beverages
1855,MGRC,Commercial Services & Supplies
1856,MHH,Professional Services
1857,MHK,Household Durables
1858,MHLD,Insurance
1859,MHO,Household Durables
1860,MIC,Transportation Infrastructure
1861,MICT,Aerospace & Defense
1862,MIDD,Machinery
1863,MIME,Software
1864,MIND,Energy Equipment & Services
1865,MITK,Software
1866,MITT,Mortgage Real Estate Investment Trus...
1867,MIXT,Software
1868,MKC,Food Products
1869,MKL,Insurance
1870,MKSI,Semiconductors & Semiconductor Equipment
1871,MKTX,Capital Markets
1872,MLAB,Health Care Equipment & Supplies
1873,MLCO,"Hotels, Restaurants & Leisure"
1874,MLHR,Commercial Services & Supplies
1875,MLI,Machinery
1876,MLM,Construction Materials
1877,MLP,Real Estate Management & Development
1878,MLR,Machinery
1879,MLSS,Health Care Equipment & Supplies
1880,MLVF,Banks
1881,MMAT,Electronic Components
1882,MMC,Insurance
1883,MMI,Real Estate Management & Development
1884,MMLP,"Oil, Gas & Consumable Fuels"
1885,MMM,Industrial Conglomerates
1886,MMP,"Oil, Gas & Consumable Fuels"
1887,MMS,IT Services
1888,MMSI,Health Care Equipment & Supplies
1889,MMYT,Internet & Direct Marketing Retail
1890,MN,Capital Markets
1891,MNDO,Software
1892,MNDT,Software
1893,MNKD,Biotechnology
1894,MNOV,Biotechnology
1895,MNR,Equity Real Estate Investment Trusts...
1896,MNRO,Specialty Retail
1897,MNST,Beverages
1898,MNTX,Machinery
1899,MO,Tobacco
1900,MOD,Auto Components
1901,MODN,Software
1902,MODV,Health Care Providers & Services
1903,MOFG,Banks
1904,MOH,Health Care Providers & Services
1905,MOMO,Interactive Media & Services
1906,MORN,Capital Markets
1907,MOSY,Semiconductors & Semiconductor Equipment
1908,MOV,"Textiles, Apparel & Luxury Goods"
1909,MPAA,Auto Components
1910,MPC,"Oil, Gas & Consumable Fuels"
1911,MPLX,"Oil, Gas & Consumable Fuels"
1912,MPW,Equity Real Estate Investment Trusts...
1913,MPWR,Semiconductors & Semiconductor Equipment
1914,MPX,Leisure Products
1915,MRAM,Semiconductors & Semiconductor Equipment
1916,MRC,Trading Companies & Distributors
1917,MRCC,Capital Markets
1918,MRCY,Aerospace & Defense
1919,MRIN,Software
1920,MRK,Pharmaceuticals
1921,MRKR,Biotechnology
1922,MRLN,Diversified Financial Services
1923,MRNS,Pharmaceuticals
1924,MRO,"Oil, Gas & Consumable Fuels"
1925,MRTN,Road & Rail
1926,MRTX,Biotechnology
1927,MRUS,Biotechnology
1928,MRVL,Semiconductors & Semiconductor Equipment
1929,MS,Capital Markets
1930,MSA,Commercial Services & Supplies
1931,MSB,Metals & Mining
1932,MSBI,Banks
1933,MSCI,Capital Markets
1934,MSEX,Water Utilities
1935,MSFT,Software
1936,MSGS,Entertainment
1937,MSI,Communications Equipment
1938,MSM,Trading Companies & Distributors
1939,MSON,Health Care Equipment & Supplies
1940,MSTR,Software
1941,MT,Metals & Mining
1942,MTB,Banks
1943,MTCH,Interactive Media & Services
1944,MTD,Life Sciences Tools & Services
1945,MTDR,"Oil, Gas & Consumable Fuels"
1946,MTEM,Biotechnology
1947,MTG,Thrifts & Mortgage Finance
1948,MTH,Household Durables
1949,MTL,Metals & Mining
1950,MTLS,Software
1951,MTN,"Hotels, Restaurants & Leisure"
1952,MTNB,Biotechnology
1953,MTOR,Machinery
1954,MTR,"Oil, Gas & Consumable Fuels"
1955,MTRN,Metals & Mining
1956,MTRX,Energy Equipment & Services
1957,MTSI,Semiconductors & Semiconductor Equipment
1958,MTW,Machinery
1959,MTX,Chemicals
1960,MTZ,Construction & Engineering
1961,MU,Semiconductors & Semiconductor Equipment
1962,MUFG,Banks
1963,MUR,"Oil, Gas & Consumable Fuels"
1964,MUSA,Specialty Retail
1965,MUX,Metals & Mining
1966,MVIS,"Electronic Equipment, Instruments & C..."
1967,MWA,Machinery
1968,MX,Semiconductors & Semiconductor Equipment
1969,MXL,Semiconductors & Semiconductor Equipment
1970,MYE,Containers & Packaging
1971,MYGN,Biotechnology
1972,MYMD,Biotechnology
1973,MYOV,Biotechnology
1974,MYRG,Construction & Engineering
1975,NAII,Personal Products
1976,NAK,Metals & Mining
1977,NAKD,"Textiles, Apparel & Luxury Goods"
1978,NAT,"Oil, Gas & Consumable Fuels"
1979,NATH,"Hotels, Restaurants & Leisure"
1980,NATI,"Electronic Equipment, Instruments & C..."
1981,NATR,Personal Products
1982,NAVB,Biotechnology
1983,NAVI,Consumer Finance
1984,NBEV,Beverages
1985,NBHC,Banks
1986,NBIX,Biotechnology
1987,NBN,Banks
1988,NBR,Energy Equipment & Services
1989,NBRV,Pharmaceuticals
1990,NBSE,Biotechnology
1991,NBTB,Banks
1992,NBY,Pharmaceuticals
1993,NC,"Oil, Gas & Consumable Fuels"
1994,NCBS,Banks
1995,NCLH,"Hotels, Restaurants & Leisure"
1996,NCMI,Media
1997,NCR,"Technology Hardware, Storage & Periph..."
1998,NCTY,Entertainment
1999,NDAQ,Capital Markets
2000,NDLS,"Hotels, Restaurants & Leisure"
2001,NDSN,Machinery
2002,NEE,Electric Utilities
2003,NEO,Life Sciences Tools & Services
2004,NEOG,Health Care Equipment & Supplies
2005,NEON,"Electronic Equipment, Instruments & C..."
2006,NEP,Independent Power and Renewable Elect...
2007,NEPT,Personal Products
2008,NERV,Biotechnology
2009,NETE,Software
2010,NETI,Marine
2011,NEU,Chemicals
2012,NEWR,Software
2013,NEWT,Capital Markets
2014,NFBK,Thrifts & Mortgage Finance
2015,NFG,Gas Utilities
2016,NFLX,Entertainment
2017,NG,Metals & Mining
2018,NGD,Metals & Mining
2019,NGG,Multi-Utilities
2020,NGL,"Oil, Gas & Consumable Fuels"
2021,NGS,Energy Equipment & Services
2022,NGVC,Food & Staples Retailing
2023,NGVT,Chemicals
2024,NH,Health Care Technology
2025,NHC,Health Care Providers & Services
2026,NHI,Equity Real Estate Investment Trusts...
2027,NHTC,Personal Products
2028,NI,Multi-Utilities
2029,NICE,Software
2030,NJR,Gas Utilities
2031,NKE,"Textiles, Apparel & Luxury Goods"
2032,NKSH,Banks
2033,NKTR,Pharmaceuticals
2034,NL,Commercial Services & Supplies
2035,NLOK,Software
2036,NLS,Leisure Products
2037,NLSN,Professional Services
2038,NLY,Mortgage Real Estate Investment Trus...
2039,NM,Marine
2040,NMFC,Capital Markets
2041,NMIH,Thrifts & Mortgage Finance
2042,NMM,Marine
2043,NMR,Capital Markets
2044,NMTR,Pharmaceuticals
2045,NNBR,Machinery
2046,NNDM,"Technology Hardware, Storage & Periph..."
2047,NNI,Consumer Finance
2048,NNN,Equity Real Estate Investment Trusts...
2049,NNVC,Biotechnology
2050,NOA,Energy Equipment & Services
2051,NOAH,Capital Markets
2052,NOC,Aerospace & Defense
2053,NOG,"Oil, Gas & Consumable Fuels"
2054,NOK,Communications Equipment
2055,NOMD,Food Products
2056,NOTV,Life Sciences Tools & Services
2057,NOV,Energy Equipment & Services
2058,NOVN,Pharmaceuticals
2059,NOVT,"Electronic Equipment, Instruments & C..."
2060,NOW,Software
2061,NP,Paper & Forest Products
2062,NPK,Aerospace & Defense
2063,NPO,Machinery
2064,NPTN,Semiconductors & Semiconductor Equipment
2065,NR,Energy Equipment & Services
2066,NRBO,Biotechnology
2067,NRC,Health Care Providers & Services
2068,NRG,Independent Power and Renewable Elect...
2069,NRIM,Banks
2070,NRP,"Oil, Gas & Consumable Fuels"
2071,NRT,"Oil, Gas & Consumable Fuels"
2072,NRZ,Mortgage Real Estate Investment Trus...
2073,NS,"Oil, Gas & Consumable Fuels"
2074,NSA,Equity Real Estate Investment Trusts...
2075,NSC,Road & Rail
2076,NSIT,"Electronic Equipment, Instruments & C..."
2077,NSP,Professional Services
2078,NSSC,"Electronic Equipment, Instruments & C..."
2079,NSTG,Life Sciences Tools & Services
2080,NTAP,"Technology Hardware, Storage & Periph..."
2081,NTB,Banks
2082,NTCT,Communications Equipment
2083,NTES,Entertainment
2084,NTGR,Communications Equipment
2085,NTIP,Communications Equipment
2086,NTLA,Biotechnology
2087,NTNX,Software
2088,NTP,Real Estate Management & Development
2089,NTRA,Biotechnology
2090,NTRS,Capital Markets
2091,NTUS,Health Care Equipment & Supplies
2092,NTWK,Software
2093,NUAN,Software
2094,NUE,Metals & Mining
2095,NURO,Health Care Equipment & Supplies
2096,NUS,Personal Products
2097,NUVA,Health Care Equipment & Supplies
2098,NUWE,Medical Devices
2099,NVAX,Biotechnology
2100,NVCN,Health Care Equipment & Supplies
2101,NVCR,Health Care Equipment & Supplies
2102,NVDA,Semiconductors & Semiconductor Equipment
2103,NVEC,Semiconductors & Semiconductor Equipment
2104,NVEE,Construction & Engineering
2105,NVFY,Household Durables
2106,NVGS,"Oil, Gas & Consumable Fuels"
2107,NVIV,Health Care Equipment & Supplies
2108,NVMI,Semiconductors & Semiconductor Equipment
2109,NVO,Pharmaceuticals
2110,NVR,Household Durables
2111,NVRO,Health Care Equipment & Supplies
2112,NVS,Pharmaceuticals
2113,NVTA,Biotechnology
2114,NWBI,Thrifts & Mortgage Finance
2115,NWFL,Banks
2116,NWG,Banks
2117,NWL,Household Durables
2118,NWLI,Insurance
2119,NWN,Gas Utilities
2120,NWPX,Construction & Engineering
2121,NWS,Media
2122,NWSA,Media
2123,NX,Building Products
2124,NXE,"Oil, Gas & Consumable Fuels"
2125,NXGN,Health Care Technology
2126,NXPI,Semiconductors & Semiconductor Equipment
2127,NXRT,Equity Real Estate Investment Trusts...
2128,NXST,Media
2129,NXTD,Software
2130,NXTP,Information Technology Services
2131,NYCB,Thrifts & Mortgage Finance
2132,NYMT,Mortgage Real Estate Investment Trus...
2133,NYMX,Biotechnology
2134,NYT,Media
2135,O,Equity Real Estate Investment Trusts...
2136,OAS,"Oil, Gas & Consumable Fuels"
2137,OC,Building Products
2138,OCFC,Thrifts & Mortgage Finance
2139,OCGN,Biotechnology
2140,OCN,Thrifts & Mortgage Finance
2141,OCSL,Capital Markets
2142,OCUL,Pharmaceuticals
2143,OCUP,Biotechnology
2144,ODC,Household Products
2145,ODP,Specialty Retail
2146,OEC,Chemicals
2147,OEG,Utilities-Diversified
2148,OESX,Electrical Equipment
2149,OFC,Equity Real Estate Investment Trusts...
2150,OFG,Banks
2151,OFIX,Health Care Equipment & Supplies
2152,OFLX,Machinery
2153,OFS,Capital Markets
2154,OGE,Electric Utilities
2155,OGEN,Biotechnology
2156,OGS,Gas Utilities
2157,OHI,Equity Real Estate Investment Trusts...
2158,OI,Containers & Packaging
2159,OII,Energy Equipment & Services
2160,OIIM,Semiconductors & Semiconductor Equipment
2161,OIS,Energy Equipment & Services
2162,OKE,"Oil, Gas & Consumable Fuels"
2163,OLED,Semiconductors & Semiconductor Equipment
2164,OLLI,Multiline Retail
2165,OLN,Chemicals
2166,OLP,Equity Real Estate Investment Trusts...
2167,OMAB,Transportation Infrastructure
2168,OMC,Media
2169,OMCL,Health Care Technology
2170,OMER,Pharmaceuticals
2171,OMEX,Commercial Services & Supplies
2172,OMF,Consumer Finance
2173,OMI,Health Care Providers & Services
2174,ON,Semiconductors & Semiconductor Equipment
2175,ONB,Banks
2176,ONCS,Biotechnology
2177,ONCT,Biotechnology
2178,ONCY,Biotechnology
2179,ONTX,Pharmaceuticals
2180,ONVO,Biotechnology
2181,OOMA,Diversified Telecommunication Services
2182,OPCH,Medical Care Facilities
2183,OPGN,Biotechnology
2184,OPI,Equity Real Estate Investment Trusts...
2185,OPTT,Electrical Equipment
2186,OPY,Capital Markets
2187,OR,Metals & Mining
2188,ORA,Independent Power and Renewable Elect...
2189,ORAN,Diversified Telecommunication Services
2190,ORC,Mortgage Real Estate Investment Trus...
2191,ORCL,Software
2192,ORI,Insurance
2193,ORLY,Specialty Retail
2194,ORMP,Pharmaceuticals
2195,ORN,Construction & Engineering
2196,ORRF,Banks
2197,OSBC,Banks
2198,OSG,"Oil, Gas & Consumable Fuels"
2199,OSIS,"Electronic Equipment, Instruments & C..."
2200,OSK,Machinery
2201,OSPN,Software
2202,OSTK,Internet & Direct Marketing Retail
2203,OSUR,Health Care Equipment & Supplies
2204,OTIC,Pharmaceuticals
2205,OTLK,Biotechnology
2206,OTTR,Electric Utilities
2207,OUT,Equity Real Estate Investment Trusts...
2208,OVV,"Oil, Gas & Consumable Fuels"
2209,OXM,"Textiles, Apparel & Luxury Goods"
2210,OXSQ,Capital Markets
2211,OXY,"Oil, Gas & Consumable Fuels"
2212,OZK,Banks
2213,PAA,"Oil, Gas & Consumable Fuels"
2214,PAAS,Metals & Mining
2215,PAC,Transportation Infrastructure
2216,PACB,Life Sciences Tools & Services
2217,PACW,Banks
2218,PAG,Specialty Retail
2219,PAGP,"Oil, Gas & Consumable Fuels"
2220,PAHC,Pharmaceuticals
2221,PALI,Biotechnology
2222,PAM,Electric Utilities
2223,PANW,Software
2224,PAR,"Electronic Equipment, Instruments & C..."
2225,PARR,"Oil, Gas & Consumable Fuels"
2226,PATK,Building Products
2227,PAYC,Software
2228,PAYX,IT Services
2229,PB,Banks
2230,PBA,"Oil, Gas & Consumable Fuels"
2231,PBCT,Banks
2232,PBF,"Oil, Gas & Consumable Fuels"
2233,PBFX,"Oil, Gas & Consumable Fuels"
2234,PBH,Pharmaceuticals
2235,PBI,Commercial Services & Supplies
2236,PBIP,Thrifts & Mortgage Finance
2237,PBPB,"Hotels, Restaurants & Leisure"
2238,PBR,"Oil, Gas & Consumable Fuels"
2239,PBT,"Oil, Gas & Consumable Fuels"
2240,PBYI,Biotechnology
2241,PCAR,Machinery
2242,PCG,Electric Utilities
2243,PCH,Equity Real Estate Investment Trusts...
2244,PCOM,Internet & Direct Marketing Retail
2245,PCRX,Pharmaceuticals
2246,PCTI,Communications Equipment
2247,PCTY,Software
2248,PCYG,Software
2249,PCYO,Water Utilities
2250,PDCE,"Oil, Gas & Consumable Fuels"
2251,PDCO,Health Care Providers & Services
2252,PDFS,Semiconductors & Semiconductor Equipment
2253,PDM,Equity Real Estate Investment Trusts...
2254,PDS,Energy Equipment & Services
2255,PDSB,Biotechnology
2256,PEAK,Equity Real Estate Investment Trusts...
2257,PEB,Equity Real Estate Investment Trusts...
2258,PEBK,Banks
2259,PEBO,Banks
2260,PED,"Oil, Gas & Consumable Fuels"
2261,PEG,Multi-Utilities
2262,PEGA,Software
2263,PEI,Equity Real Estate Investment Trusts...
2264,PEN,Health Care Equipment & Supplies
2265,PENN,"Hotels, Restaurants & Leisure"
2266,PEP,Beverages
2267,PERI,Media
2268,PETS,Internet & Direct Marketing Retail
2269,PFBC,Banks
2270,PFC,Thrifts & Mortgage Finance
2271,PFE,Pharmaceuticals
2272,PFG,Insurance
2273,PFGC,Food & Staples Retailing
2274,PFIE,Energy Equipment & Services
2275,PFIS,Banks
2276,PFLT,Capital Markets
2277,PFMT,Commercial Services & Supplies
2278,PFS,Thrifts & Mortgage Finance
2279,PFSI,Thrifts & Mortgage Finance
2280,PFSW,IT Services
2281,PFX,Capital Markets
2282,PG,Household Products
2283,PGC,Banks
2284,PGEN,Biotechnology
2285,PGR,Insurance
2286,PGRE,Equity Real Estate Investment Trusts...
2287,PGTI,Building Products
2288,PH,Machinery
2289,PHG,Health Care Equipment & Supplies
2290,PHI,Wireless Telecommunication Services
2291,PHIO,Biotechnology
2292,PHM,Household Durables
2293,PHX,"Oil, Gas & Consumable Fuels"
2294,PI,Semiconductors & Semiconductor Equipment
2295,PII,Leisure Products
2296,PINC,Health Care Providers & Services
2297,PIPR,Capital Markets
2298,PIRS,Biotechnology
2299,PJT,Capital Markets
2300,PKBK,Banks
2301,PKE,Aerospace & Defense
2302,PKG,Containers & Packaging
2303,PKI,Life Sciences Tools & Services
2304,PKOH,Machinery
2305,PKX,Metals & Mining
2306,PLAB,Semiconductors & Semiconductor Equipment
2307,PLAY,"Hotels, Restaurants & Leisure"
2308,PLCE,Specialty Retail
2309,PLD,Equity Real Estate Investment Trusts...
2310,PLG,Metals & Mining
2311,PLM,Metals & Mining
2312,PLNT,"Hotels, Restaurants & Leisure"
2313,PLOW,Machinery
2314,PLPC,Electrical Equipment
2315,PLSE,Health Care Equipment & Supplies
2316,PLUG,Electrical Equipment
2317,PLUS,"Electronic Equipment, Instruments & C..."
2318,PLX,Biotechnology
2319,PLXS,"Electronic Equipment, Instruments & C..."
2320,PLYA,"Hotels, Restaurants & Leisure"
2321,PM,Tobacco
2322,PMBC,Banks
2323,PMCB,Biotechnology
2324,PMD,Health Care Providers & Services
2325,PME,Food Products
2326,PMT,Mortgage Real Estate Investment Trus...
2327,PMTS,"Technology Hardware, Storage & Periph..."
2328,PNC,Banks
2329,PNFP,Banks
2330,PNM,Electric Utilities
2331,PNNT,Capital Markets
2332,PNR,Machinery
2333,PNW,Electric Utilities
2334,POAI,Health Care Equipment & Supplies
2335,PODD,Health Care Equipment & Supplies
2336,POLA,Electrical Equipment
2337,POLY,Communications Equipment
2338,POOL,Distributors
2339,POR,Electric Utilities
2340,POST,Food Products
2341,POWI,Semiconductors & Semiconductor Equipment
2342,POWL,Electrical Equipment
2343,PPBI,Banks
2344,PPBT,Biotechnology
2345,PPC,Food Products
2346,PPG,Chemicals
2347,PPL,Electric Utilities
2348,PRA,Insurance
2349,PRAA,Consumer Finance
2350,PRDO,Diversified Consumer Services
2351,PRFT,IT Services
2352,PRG,Rental & Leasing Services
2353,PRGO,Pharmaceuticals
2354,PRGS,Software
2355,PRI,Insurance
2356,PRIM,Construction & Engineering
2357,PRK,Banks
2358,PRLB,Machinery
2359,PRMW,Beverages
2360,PRO,Software
2361,PROV,Thrifts & Mortgage Finance
2362,PRQR,Biotechnology
2363,PRTA,Biotechnology
2364,PRTK,Pharmaceuticals
2365,PRTS,Internet & Direct Marketing Retail
2366,PRTY,Specialty Retail
2367,PRU,Insurance
2368,PSA,Equity Real Estate Investment Trusts...
2369,PSB,Equity Real Estate Investment Trusts...
2370,PSEC,Capital Markets
2371,PSHG,Marine Shipping
2372,PSMT,Food & Staples Retailing
2373,PSO,Media
2374,PSTG,"Technology Hardware, Storage & Periph..."
2375,PSTI,Biotechnology
2376,PSX,"Oil, Gas & Consumable Fuels"
2377,PSXP,"Oil, Gas & Consumable Fuels"
2378,PTC,Software
2379,PTCT,Biotechnology
2380,PTE,Biotechnology
2381,PTGX,Biotechnology
2382,PTN,Biotechnology
2383,PTR,"Oil, Gas & Consumable Fuels"
2384,PTSI,Road & Rail
2385,PUK,Insurance
2386,PULM,Pharmaceuticals
2387,PVBC,Thrifts & Mortgage Finance
2388,PVG,Metals & Mining
2389,PVH,"Textiles, Apparel & Luxury Goods"
2390,PVL,"Oil, Gas & Consumable Fuels"
2391,PWFL,"Electronic Equipment, Instruments & C..."
2392,PWOD,Banks
2393,PWR,Construction & Engineering
2394,PXD,"Oil, Gas & Consumable Fuels"
2395,PXLW,Semiconductors & Semiconductor Equipment
2396,PYPL,IT Services
2397,PZG,Metals & Mining
2398,PZN,Capital Markets
2399,PZZA,"Hotels, Restaurants & Leisure"
2400,QADA,Software
2401,QCOM,Semiconductors & Semiconductor Equipment
2402,QCRH,Banks
2403,QDEL,Health Care Equipment & Supplies
2404,QGEN,Life Sciences Tools & Services
2405,QIWI,IT Services
2406,QLGN,Biotechnology
2407,QLYS,Software
2408,QMCO,"Technology Hardware, Storage & Periph..."
2409,QNST,Interactive Media & Services
2410,QRHC,Commercial Services & Supplies
2411,QRTEA,Internet & Direct Marketing Retail
2412,QRVO,Semiconductors & Semiconductor Equipment
2413,QSR,"Hotels, Restaurants & Leisure"
2414,QTNT,Health Care Equipment & Supplies
2415,QTWO,Software
2416,QUAD,Commercial Services & Supplies
2417,QUIK,Semiconductors & Semiconductor Equipment
2418,QUOT,Internet & Direct Marketing Retail
2419,QURE,Biotechnology
2420,R,Road & Rail
2421,RACE,Automobiles
2422,RAD,Food & Staples Retailing
2423,RADA,Aerospace & Defense
2424,RAIL,Machinery
2425,RAMP,IT Services
2426,RARE,Biotechnology
2427,RAVE,"Hotels, Restaurants & Leisure"
2428,RAVN,Industrial Conglomerates
2429,RBA,Commercial Services & Supplies
2430,RBBN,Communications Equipment
2431,RBCAA,Banks
2432,RBNC,Banks
2433,RC,Mortgage Real Estate Investment Trus...
2434,RCI,Wireless Telecommunication Services
2435,RCII,Specialty Retail
2436,RCKT,Biotechnology
2437,RCKY,"Textiles, Apparel & Luxury Goods"
2438,RCL,"Hotels, Restaurants & Leisure"
2439,RCMT,Professional Services
2440,RCON,Energy Equipment & Services
2441,RDCM,Communications Equipment
2442,RDHL,Pharmaceuticals
2443,RDI,Entertainment
2444,RDN,Thrifts & Mortgage Finance
2445,RDNT,Health Care Providers & Services
2446,RDUS,Biotechnology
2447,RDWR,Communications Equipment
2448,RDY,Pharmaceuticals
2449,RE,Insurance
2450,REFR,"Electronic Equipment, Instruments & C..."
2451,REG,Equity Real Estate Investment Trusts...
2452,REGI,"Oil, Gas & Consumable Fuels"
2453,REGN,Biotechnology
2454,REI,"Oil, Gas & Consumable Fuels"
2455,RELL,"Electronic Equipment, Instruments & C..."
2456,RELX,Professional Services
2457,RENN,Specialty Retail
2458,REPH,Pharmaceuticals
2459,RES,Energy Equipment & Services
2460,RESN,Communications Equipment
2461,RETA,Pharmaceuticals
2462,REV,Personal Products
2463,REX,"Oil, Gas & Consumable Fuels"
2464,REXR,Equity Real Estate Investment Trusts...
2465,RF,Banks
2466,RFIL,"Electronic Equipment, Instruments & C..."
2467,RGA,Insurance
2468,RGCO,Gas Utilities
2469,RGEN,Life Sciences Tools & Services
2470,RGLD,Metals & Mining
2471,RGLS,Biotechnology
2472,RGNX,Biotechnology
2473,RGP,"Oil, Gas & Consumable Fuels"
2474,RGR,Leisure Products
2475,RGS,Diversified Consumer Services
2476,RH,Specialty Retail
2477,RHI,Professional Services
2478,RHP,Equity Real Estate Investment Trusts...
2479,RIBT,Food Products
2480,RICK,"Hotels, Restaurants & Leisure"
2481,RIG,Energy Equipment & Services
2482,RIGL,Biotechnology
2483,RILY,Capital Markets
2484,RIO,Metals & Mining
2485,RIOT,Software
2486,RJF,Capital Markets
2487,RKDA,Food Products
2488,RL,"Textiles, Apparel & Luxury Goods"
2489,RLGT,Air Freight & Logistics
2490,RLGY,Real Estate Management & Development
2491,RLI,Insurance
2492,RLJ,Equity Real Estate Investment Trusts...
2493,RM,Consumer Finance
2494,RMAX,Real Estate Management & Development
2495,RMBS,Semiconductors & Semiconductor Equipment
2496,RMCF,Food Products
2497,RMD,Health Care Equipment & Supplies
2498,RMR,Real Estate Management & Development
2499,RMTI,Health Care Equipment & Supplies
2500,RNG,Software
2501,RNR,Insurance
2502,RNST,Banks
2503,RNWK,Software
2504,ROCC,"Oil, Gas & Consumable Fuels"
2505,ROCK,Building Products
2506,ROG,"Electronic Equipment, Instruments & C..."
